step,episodes,frames_total,condition,delay,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics,first_trial_id
166,1328,28016,motion_duration_cued_D24,24,1.4133442640304565,0.125,1.603293776512146,1,35,1.824432611465454,{},SpatialBattery/train/61973001/motion_duration_cued/1320
167,1336,28136,motion_duration_cued_D4,4,1.3831851482391357,0.25,1.1928880214691162,1,15,0.8033599853515625,{},SpatialBattery/train/61973001/motion_duration_cued/1328
168,1344,28224,motion_duration_cued_D0,0,1.3962082862854004,0.125,1.338356852531433,1,11,0.6563389301300049,{},SpatialBattery/train/61973001/motion_duration_cued/1336
169,1352,28344,motion_duration_cued_D4,4,1.3809704780578613,0.25,1.2562308311462402,1,15,0.7814931869506836,{},SpatialBattery/train/61973001/motion_duration_cued/1344
170,1360,28528,motion_duration_cued_D12,12,1.4143435955047607,0.125,1.5507770776748657,1,23,1.3748869895935059,{},SpatialBattery/train/61973001/motion_duration_cued/1352
171,1368,28808,motion_duration_cued_D24,24,1.4202642440795898,0.125,2.0015788078308105,1,35,1.8736417293548584,{},SpatialBattery/train/61973001/motion_duration_cued/1360
172,1376,28896,motion_duration_cued_D0,0,1.3944580554962158,0.125,1.7488452196121216,1,11,0.5928468704223633,{},SpatialBattery/train/61973001/motion_duration_cued/1368
173,1384,29016,motion_duration_cued_D4,4,1.399523377418518,0.125,1.8200596570968628,1,15,0.7976067066192627,{},SpatialBattery/train/61973001/motion_duration_cued/1376
174,1392,29104,motion_duration_cued_D0,0,1.3810120820999146,0.375,1.7514803409576416,1,11,0.5926558971405029,{},SpatialBattery/train/61973001/motion_duration_cued/1384
175,1400,29384,motion_duration_cued_D24,24,1.3798327445983887,0.25,1.1435868740081787,1,35,1.9703845977783203,{},SpatialBattery/train/61973001/motion_duration_cued/1392
176,1408,29568,motion_duration_cued_D12,12,1.3978251218795776,0.25,1.45491361618042,1,23,1.247589349746704,{},SpatialBattery/train/61973001/motion_duration_cued/1400
177,1416,29848,motion_duration_cued_D24,24,1.376549482345581,0.25,1.0918155908584595,1,35,1.8802919387817383,{},SpatialBattery/train/61973001/motion_duration_cued/1408
178,1424,30032,motion_duration_cued_D12,12,1.4007281064987183,0.25,1.4308415651321411,1,23,1.318577766418457,{},SpatialBattery/train/61973001/motion_duration_cued/1416
179,1432,30152,motion_duration_cued_D4,4,1.390794277191162,0.25,2.2710142135620117,1,15,0.8013026714324951,{},SpatialBattery/train/61973001/motion_duration_cued/1424
180,1440,30240,motion_duration_cued_D0,0,1.3962130546569824,0.125,2.3031516075134277,1,11,0.6264936923980713,{},SpatialBattery/train/61973001/motion_duration_cued/1432
181,1448,30520,motion_duration_cued_D24,24,1.3979665040969849,0.375,2.0952506065368652,1,35,2.113600254058838,{},SpatialBattery/train/61973001/motion_duration_cued/1440
182,1456,30640,motion_duration_cued_D4,4,1.4066438674926758,0.125,2.133819341659546,1,15,0.8969626426696777,{},SpatialBattery/train/61973001/motion_duration_cued/1448
183,1464,30824,motion_duration_cued_D12,12,1.3804047107696533,0.375,0.9493052363395691,0,23,1.2540748119354248,{},SpatialBattery/train/61973001/motion_duration_cued/1456
184,1472,30912,motion_duration_cued_D0,0,1.393273115158081,0.125,1.0738388299942017,1,11,0.602916955947876,{},SpatialBattery/train/61973001/motion_duration_cued/1464
185,1480,31096,motion_duration_cued_D12,12,1.3795913457870483,0.375,1.9024710655212402,1,23,1.861452341079712,{},SpatialBattery/train/61973001/motion_duration_cued/1472
186,1488,31216,motion_duration_cued_D4,4,1.3890832662582397,0.125,1.9305610656738281,1,15,1.4062724113464355,{},SpatialBattery/train/61973001/motion_duration_cued/1480
187,1496,31496,motion_duration_cued_D24,24,1.374540090560913,0.375,1.0357162952423096,1,35,3.1837456226348877,{},SpatialBattery/train/61973001/motion_duration_cued/1488
188,1504,31584,motion_duration_cued_D0,0,1.39200758934021,0.125,1.2115939855575562,1,11,1.1406190395355225,{},SpatialBattery/train/61973001/motion_duration_cued/1496
189,1512,31704,motion_duration_cued_D4,4,1.3867945671081543,0.375,1.6820387840270996,1,15,1.2537128925323486,{},SpatialBattery/train/61973001/motion_duration_cued/1504
190,1520,31984,motion_duration_cued_D24,24,1.4098515510559082,0.125,1.8168361186981201,1,35,2.632031202316284,{},SpatialBattery/train/61973001/motion_duration_cued/1512
191,1528,32072,motion_duration_cued_D0,0,1.3881683349609375,0.25,1.186375379562378,1,11,0.7860703468322754,{},SpatialBattery/train/61973001/motion_duration_cued/1520
192,1536,32256,motion_duration_cued_D12,12,1.3996384143829346,0.25,1.278843641281128,1,23,1.4099116325378418,{},SpatialBattery/train/61973001/motion_duration_cued/1528
193,1544,32344,motion_duration_cued_D0,0,1.386618733406067,0.25,0.04952448233962059,0,11,0.8302023410797119,{},SpatialBattery/train/61973001/motion_duration_cued/1536
194,1552,32464,motion_duration_cued_D4,4,1.3861660957336426,0.25,0.04211391881108284,0,15,1.1321802139282227,{},SpatialBattery/train/61973001/motion_duration_cued/1544
195,1560,32744,motion_duration_cued_D24,24,1.3808951377868652,0.375,0.9479645490646362,0,35,2.6252360343933105,{},SpatialBattery/train/61973001/motion_duration_cued/1552
196,1568,32928,motion_duration_cued_D12,12,1.3944051265716553,0.125,1.0921024084091187,1,23,1.7535614967346191,{},SpatialBattery/train/61973001/motion_duration_cued/1560
197,1576,33016,motion_duration_cued_D0,0,1.3871701955795288,0.25,1.0124846696853638,1,11,1.0248758792877197,{},SpatialBattery/train/61973001/motion_duration_cued/1568
198,1584,33296,motion_duration_cued_D24,24,1.3927416801452637,0.25,1.0582401752471924,1,35,2.7671146392822266,{},SpatialBattery/train/61973001/motion_duration_cued/1576
199,1592,33416,motion_duration_cued_D4,4,1.3861267566680908,0.25,0.02962075173854828,0,15,1.189697027206421,{},SpatialBattery/train/61973001/motion_duration_cued/1584
200,1600,33600,motion_duration_cued_D12,12,1.3864245414733887,0.25,0.04854404926300049,0,23,1.8480844497680664,{},SpatialBattery/train/61973001/motion_duration_cued/1592
201,1608,33720,motion_duration_cued_D4,4,1.3841454982757568,0.375,0.954948902130127,0,15,1.1730666160583496,{},SpatialBattery/train/61973001/motion_duration_cued/1600
202,1616,33904,motion_duration_cued_D12,12,1.3892430067062378,0.125,0.9862973690032959,0,23,1.8422389030456543,{},SpatialBattery/train/61973001/motion_duration_cued/1608
203,1624,33992,motion_duration_cued_D0,0,1.3837639093399048,0.25,0.9813827276229858,0,11,0.7358090877532959,{},SpatialBattery/train/61973001/motion_duration_cued/1616
204,1632,34272,motion_duration_cued_D24,24,1.3891723155975342,0.25,1.0170685052871704,1,35,2.0497586727142334,{},SpatialBattery/train/61973001/motion_duration_cued/1624
205,1640,34392,motion_duration_cued_D4,4,1.3761075735092163,0.375,1.0093023777008057,1,15,0.9238860607147217,{},SpatialBattery/train/61973001/motion_duration_cued/1632
206,1648,34576,motion_duration_cued_D12,12,1.3948466777801514,0.125,1.1821417808532715,1,23,1.413557529449463,{},SpatialBattery/train/61973001/motion_duration_cued/1640
207,1656,34856,motion_duration_cued_D24,24,1.387258768081665,0.375,1.7033030986785889,1,35,2.1401736736297607,{},SpatialBattery/train/61973001/motion_duration_cued/1648
208,1664,34944,motion_duration_cued_D0,0,1.3918101787567139,0.125,1.7612438201904297,1,11,0.6719481945037842,{},SpatialBattery/train/61973001/motion_duration_cued/1656
209,1672,35224,motion_duration_cued_D24,24,1.3859491348266602,0.25,1.0306648015975952,1,35,2.017303705215454,{},SpatialBattery/train/61973001/motion_duration_cued/1664
210,1680,35312,motion_duration_cued_D0,0,1.4015183448791504,0.25,1.2111976146697998,1,11,0.6750140190124512,{},SpatialBattery/train/61973001/motion_duration_cued/1672
211,1688,35432,motion_duration_cued_D4,4,1.3837311267852783,0.375,0.9357166290283203,0,15,0.8277757167816162,{},SpatialBattery/train/61973001/motion_duration_cued/1680
212,1696,35616,motion_duration_cued_D12,12,1.3932290077209473,0.125,1.0156269073486328,1,23,1.2030997276306152,{},SpatialBattery/train/61973001/motion_duration_cued/1688
213,1704,35800,motion_duration_cued_D12,12,1.3935149908065796,0.125,1.1737582683563232,1,23,1.237891435623169,{},SpatialBattery/train/61973001/motion_duration_cued/1696
214,1712,35920,motion_duration_cued_D4,4,1.3777668476104736,0.375,1.0425530672073364,1,15,0.8426873683929443,{},SpatialBattery/train/61973001/motion_duration_cued/1704
215,1720,36200,motion_duration_cued_D24,24,1.3863766193389893,0.25,0.03485322371125221,0,35,1.910160779953003,{},SpatialBattery/train/61973001/motion_duration_cued/1712
216,1728,36288,motion_duration_cued_D0,0,1.386432409286499,0.25,0.0911673828959465,0,11,0.5789873600006104,{},SpatialBattery/train/61973001/motion_duration_cued/1720
217,1736,36408,motion_duration_cued_D4,4,1.386075496673584,0.25,0.06508753448724747,0,15,0.79439377784729,{},SpatialBattery/train/61973001/motion_duration_cued/1728
218,1744,36688,motion_duration_cued_D24,24,1.3864412307739258,0.25,0.05207892507314682,0,35,1.9112632274627686,{},SpatialBattery/train/61973001/motion_duration_cued/1736
219,1752,36776,motion_duration_cued_D0,0,1.38185715675354,0.25,1.0162103176116943,1,11,0.823932409286499,{},SpatialBattery/train/61973001/motion_duration_cued/1744
220,1760,36960,motion_duration_cued_D12,12,1.385446310043335,0.375,1.0243438482284546,1,23,1.6152873039245605,{},SpatialBattery/train/61973001/motion_duration_cued/1752
221,1768,37048,motion_duration_cued_D0,0,1.3879637718200684,0.125,1.018111228942871,1,11,0.8794636726379395,{},SpatialBattery/train/61973001/motion_duration_cued/1760
222,1776,37168,motion_duration_cued_D4,4,1.3893992900848389,0.125,1.0347100496292114,1,15,1.2513740062713623,{},SpatialBattery/train/61973001/motion_duration_cued/1768
223,1784,37352,motion_duration_cued_D12,12,1.387839436531067,0.25,1.607743263244629,1,23,1.9571449756622314,{},SpatialBattery/train/61973001/motion_duration_cued/1776
224,1792,37632,motion_duration_cued_D24,24,1.3906903266906738,0.25,1.606723427772522,1,35,3.5404891967773438,{},SpatialBattery/train/61973001/motion_duration_cued/1784
225,1800,37752,motion_duration_cued_D4,4,1.3879210948944092,0.25,0.9467539191246033,0,15,1.3572330474853516,{},SpatialBattery/train/61973001/motion_duration_cued/1792
226,1808,37936,motion_duration_cued_D12,12,1.3870712518692017,0.25,0.935418963432312,0,23,2.165482521057129,{},SpatialBattery/train/61973001/motion_duration_cued/1800
227,1816,38024,motion_duration_cued_D0,0,1.3782566785812378,0.375,2.0462520122528076,1,11,0.9831447601318359,{},SpatialBattery/train/61973001/motion_duration_cued/1808
228,1824,38304,motion_duration_cued_D24,24,1.3728402853012085,0.5,1.9443325996398926,1,35,3.191523313522339,{},SpatialBattery/train/61973001/motion_duration_cued/1816
229,1832,38392,motion_duration_cued_D0,0,1.3875645399093628,0.25,1.0316749811172485,1,11,1.1152751445770264,{},SpatialBattery/train/61973001/motion_duration_cued/1824
230,1840,38672,motion_duration_cued_D24,24,1.39350163936615,0.25,1.0606403350830078,1,35,3.231593370437622,{},SpatialBattery/train/61973001/motion_duration_cued/1832
231,1848,38792,motion_duration_cued_D4,4,1.3857015371322632,0.375,0.933605432510376,0,15,1.499277114868164,{},SpatialBattery/train/61973001/motion_duration_cued/1840
232,1856,38976,motion_duration_cued_D12,12,1.3920364379882812,0.25,0.9665214419364929,0,23,1.6741480827331543,{},SpatialBattery/train/61973001/motion_duration_cued/1848
233,1864,39064,motion_duration_cued_D0,0,1.3982759714126587,0.0,1.8162871599197388,1,11,0.7415521144866943,{},SpatialBattery/train/61973001/motion_duration_cued/1856
234,1872,39248,motion_duration_cued_D12,12,1.3933771848678589,0.125,1.786360263824463,1,23,1.3437023162841797,{},SpatialBattery/train/61973001/motion_duration_cued/1864
235,1880,39368,motion_duration_cued_D4,4,1.3864648342132568,0.125,0.9343149065971375,0,15,0.9300189018249512,{},SpatialBattery/train/61973001/motion_duration_cued/1872
236,1888,39648,motion_duration_cued_D24,24,1.3882825374603271,0.25,0.9317800402641296,0,35,2.03116512298584,{},SpatialBattery/train/61973001/motion_duration_cued/1880
237,1896,39736,motion_duration_cued_D0,0,1.3811795711517334,0.25,1.713826298713684,1,11,0.6514134407043457,{},SpatialBattery/train/61973001/motion_duration_cued/1888
238,1904,40016,motion_duration_cued_D24,24,1.3851966857910156,0.375,1.6974536180496216,1,35,2.1424927711486816,{},SpatialBattery/train/61973001/motion_duration_cued/1896
239,1912,40200,motion_duration_cued_D12,12,1.3870506286621094,0.25,0.09371856600046158,0,23,1.5091054439544678,{},SpatialBattery/train/61973001/motion_duration_cued/1904
240,1920,40320,motion_duration_cued_D4,4,1.385953664779663,0.25,0.07441732287406921,0,15,0.9032213687896729,{},SpatialBattery/train/61973001/motion_duration_cued/1912
241,1928,40504,motion_duration_cued_D12,12,1.3961808681488037,0.125,1.9160107374191284,1,23,1.3860161304473877,{},SpatialBattery/train/61973001/motion_duration_cued/1920
242,1936,40592,motion_duration_cued_D0,0,1.3986252546310425,0.25,1.9926732778549194,1,11,0.6810369491577148,{},SpatialBattery/train/61973001/motion_duration_cued/1928
243,1944,40872,motion_duration_cued_D24,24,1.3847193717956543,0.25,0.9599515795707703,0,35,1.9692559242248535,{},SpatialBattery/train/61973001/motion_duration_cued/1936
244,1952,40992,motion_duration_cued_D4,4,1.3930623531341553,0.125,1.0362586975097656,1,15,0.9445221424102783,{},SpatialBattery/train/61973001/motion_duration_cued/1944
245,1960,41112,motion_duration_cued_D4,4,1.3729686737060547,0.375,1.4066001176834106,1,15,0.9246728420257568,{},SpatialBattery/train/61973001/motion_duration_cued/1952
246,1968,41296,motion_duration_cued_D12,12,1.3943393230438232,0.125,1.4948031902313232,1,23,1.4251058101654053,{},SpatialBattery/train/61973001/motion_duration_cued/1960
247,1976,41384,motion_duration_cued_D0,0,1.4005039930343628,0.25,1.3024893999099731,1,11,0.6376845836639404,{},SpatialBattery/train/61973001/motion_duration_cued/1968
248,1984,41664,motion_duration_cued_D24,24,1.3944505453109741,0.125,1.19576895236969,1,35,2.042261838912964,{},SpatialBattery/train/61973001/motion_duration_cued/1976
249,1992,41784,motion_duration_cued_D4,4,1.3903088569641113,0.25,1.1805168390274048,1,15,0.8825657367706299,{},SpatialBattery/train/61973001/motion_duration_cued/1984
250,2000,41968,motion_duration_cued_D12,12,1.3958568572998047,0.125,1.1976107358932495,1,23,1.3401157855987549,{},SpatialBattery/train/61973001/motion_duration_cued/1992
251,2008,42248,motion_duration_cued_D24,24,1.3842833042144775,0.25,0.8846243023872375,0,35,2.4298112392425537,{},SpatialBattery/train/61973001/motion_duration_cued/2000
252,2016,42336,motion_duration_cued_D0,0,1.3918111324310303,0.125,0.9697534441947937,0,11,0.6956009864807129,{},SpatialBattery/train/61973001/motion_duration_cued/2008
253,2024,42456,motion_duration_cued_D4,4,1.3866801261901855,0.25,0.06423008441925049,0,15,0.8765358924865723,{},SpatialBattery/train/61973001/motion_duration_cued/2016
254,2032,42544,motion_duration_cued_D0,0,1.386486530303955,0.25,0.08443065732717514,0,11,0.7060110569000244,{},SpatialBattery/train/61973001/motion_duration_cued/2024
255,2040,42728,motion_duration_cued_D12,12,1.386863350868225,0.375,1.6373120546340942,1,23,1.324706792831421,{},SpatialBattery/train/61973001/motion_duration_cued/2032
256,2048,43008,motion_duration_cued_D24,24,1.393148422241211,0.125,1.6656557321548462,1,35,2.0900232791900635,{},SpatialBattery/train/61973001/motion_duration_cued/2040
257,2056,43096,motion_duration_cued_D0,0,1.3968459367752075,0.25,1.8420032262802124,1,11,0.7980811595916748,"{""first_field_gradient"": 1.3879282960260753e-05, ""attention_gradient_norm"": 0.04122345522046089, ""priority_gradient_norm"": 0.897207498550415, ""source_bias_gradient"": 0.0007525819237343967, ""locality_gradient"": 2.904060238506645e-05}",SpatialBattery/train/61973001/motion_duration_cued/2048
258,2064,43376,motion_duration_cued_D24,24,1.3976277112960815,0.125,1.8032779693603516,1,35,2.0239274501800537,{},SpatialBattery/train/61973001/motion_duration_cued/2056
259,2072,43496,motion_duration_cued_D4,4,1.3834282159805298,0.375,0.8985118269920349,0,15,0.8985500335693359,{},SpatialBattery/train/61973001/motion_duration_cued/2064
260,2080,43680,motion_duration_cued_D12,12,1.3903526067733765,0.25,0.9407051205635071,0,23,1.3814332485198975,{},SpatialBattery/train/61973001/motion_duration_cued/2072
261,2088,43800,motion_duration_cued_D4,4,1.3963242769241333,0.0,1.6649624109268188,1,15,0.946234941482544,{},SpatialBattery/train/61973001/motion_duration_cued/2080
262,2096,43984,motion_duration_cued_D12,12,1.3895373344421387,0.125,1.6111464500427246,1,23,1.3718914985656738,{},SpatialBattery/train/61973001/motion_duration_cued/2088
263,2104,44072,motion_duration_cued_D0,0,1.3900890350341797,0.25,0.9514765739440918,0,11,0.7518694400787354,{},SpatialBattery/train/61973001/motion_duration_cued/2096
264,2112,44352,motion_duration_cued_D24,24,1.3887523412704468,0.25,0.9181774258613586,0,35,2.0307912826538086,{},SpatialBattery/train/61973001/motion_duration_cued/2104
265,2120,44472,motion_duration_cued_D4,4,1.385866641998291,0.25,1.6189794540405273,1,15,0.9254462718963623,{},SpatialBattery/train/61973001/motion_duration_cued/2112
266,2128,44656,motion_duration_cued_D12,12,1.3907839059829712,0.0,1.6195144653320312,1,23,1.3870136737823486,{},SpatialBattery/train/61973001/motion_duration_cued/2120
